$ID,$ID_NAME,Description,Icon,Link_Collections,Link_Cubes,Link_Items,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
642718,Gacha_E_017,使用時可以獲得任意的野獸型怪物卡片，點擊滑鼠右鍵即可使用。,icon_item_cube4,,,,,,,,,卡片魔方：野獸型,0,0.0,0.0,TTFF,6,5.0
642719,Gacha_E_019,使用魔方時可以獲得受祝福的碎片。,icon_item_cube1,,,,,,,,,(舊)祝福魔方,0,0.0,0.0,FFFF,6,5.0
642720,Gacha_E_020,使用時可以獲得任意道具。,icon_item_luckybox_gold,,,,,,,,,金光箱,0,0.0,0.0,FFFF,6,0.0
642721,Gacha_E_021,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,大地之塔第25層魔方,0,0.0,0.0,FFFF,6,5.0
642722,Gacha_E_022,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,大地之塔第30層魔方,0,0.0,0.0,FFFF,6,5.0
642723,Gacha_E_023,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,大地之塔第35層魔方,0,0.0,0.0,FFFF,6,5.0
642724,Gacha_E_024,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,大地之塔第40層魔方,0,0.0,0.0,FFFF,6,5.0
642725,Gem_Gacha,使用時，可以獲得Lv1 ~ Lv6紅、藍、綠、黃寶石和怪物寶石，可透過點按滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,抽寶石,0,0.0,0.0,FFFF,6,5.0
642729,Gacha_M_Zachariel_1,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,莎勒斯魔方(王陵),0,0.0,0.0,FFFF,6,5.0
642730,Gacha_M_Rokas_1,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,莎勒斯魔方(峽谷),0,0.0,0.0,FFFF,6,5.0
642731,Gacha_M_Castle_1,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,莎勒斯魔方(城堡),0,0.0,0.0,FFFF,6,5.0
642732,Team_Battle_Basic,參與隊伍戰鬥聯盟的基本獎勵箱，裡面裝有對戰鬥有幫助的道具。,icon_item_battle_cube_1,,,,,,,,,隊伍戰鬥聯盟 獎勵箱,0,0.0,0.0,FFFF,6,5.0
642733,Team_Battle_Ranking_01,隊伍戰鬥聯盟 排名50名內可收到的獎勵箱，裡面裝有對戰鬥有幫助的道具。,icon_item_battle_cube_2,,,,,,,,,隊伍戰鬥聯盟 排名獎勵箱,0,0.0,0.0,FFFF,6,5.0
642734,Team_Battle_Ranking_02,隊伍戰鬥聯盟排名1~3名可獲得的獎勵箱。裡面裝有對戰鬥有幫助的道具。,icon_item_battle_cube_3,,,,,,,,,隊伍戰鬥聯盟前段排名獎勵箱,0,0.0,0.0,FFFF,6,5.0
642739,Gacha_Guild_Boss,公會任務中BOSS遠征隊成功時所獲得的獎勵箱。{nl} 主要可以獲得礦物。,icon_item_guild_mission_box,,,,,,,,,公會任務獎勵：BOSS遠征隊,0,0.0,0.0,FFFT,6,0.0
642740,Gacha_Guild_Mission,公會任務中成功完成任務時所獲得的獎勵箱。{nl} 主要可以獲得種子。,icon_item_guild_raid_box,,,,,,,,,公會任務獎勵：任務,0,0.0,0.0,FFFT,6,0.0
642741,Gacha_Guild_Mission_Hair,公會任務中成功完成任務時所獲得的追加獎勵箱。{nl} 可以獲得髮飾。,gacha_h_012,,,,,,,,,公會任務獎勵：髮飾,0,0.0,0.0,FFFT,6,0.0
642742,Gacha_Earthtower_001,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,濃縮的大地之塔第5層魔方,0,0.0,0.0,FFFF,6,5.0
642743,Gacha_Earthtower_002,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,濃縮的大地之塔第10層魔方,0,0.0,0.0,FFFF,6,5.0
642744,Gacha_Earthtower_003,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,濃縮的大地之塔第15層魔方,0,0.0,0.0,FFFF,6,5.0
642745,Gacha_Earthtower_004,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,濃縮的大地之塔第20層魔方,0,0.0,0.0,FFFF,6,5.0
642746,Gacha_Earthtower_005,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,濃縮的大地之塔第25層魔方,0,0.0,0.0,FFFF,6,5.0
642747,Gacha_Earthtower_006,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,濃縮的大地之塔第30層魔方,0,0.0,0.0,FFFF,6,5.0
642748,Gacha_Earthtower_007,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,濃縮的大地之塔第35層魔方,0,0.0,0.0,FFFF,6,5.0
642749,Gacha_Earthtower_008,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,濃縮的大地之塔第40層魔方,0,0.0,0.0,FFFF,6,5.0
642750,Gacha_Ability_Potion_Box,進行公會任務中成功完成任務所獲得的追加獎勵箱子。{nl}可以獲得具有特別效果的藥水製作書。,icon_item_ability_potion_box,,,,,,,,,公會任務獎勵：特殊藥水,0,0.0,0.0,FFFT,6,0.0
642751,Gacha_E_025,使用魔方時可以獲得受祝福的碎片。,icon_item_cube1,,,,,,,,,祝福魔方,0,0.0,0.0,FFFF,6,5.0
642752,Gacha_E_026,修女雅伊斯特的感謝禮物，開啓後可以得到2個受祝福的碎片。{nl} - 1天可獲得3次。,icon_item_jewelrybox_close,,,,,,,,,修女雅伊斯特的感謝禮物,0,0.0,0.0,FFFF,6,5.0
642762,Seal_box_Care_01,使用[獎勵用]普魯達印章 - 劍士寶箱時，可獲得普魯達印章 - 劍士。,icon_item_jewelrybox_close,,,,,,,,,[獎勵用]普魯達印章 - 劍士寶箱,0,0.0,0.0,FFFF,6,5.0
642763,Seal_box_Care_02,使用[獎勵用]普魯達印章 - 魔法師寶箱時，可獲得普魯達印章 - 魔法師。,icon_item_jewelrybox_close,,,,,,,,,[獎勵用]普魯達印章 - 魔法師寶箱,0,0.0,0.0,FFFF,6,5.0
642764,Seal_box_Care_03,使用[獎勵用]普魯達印章 - 聖職者寶箱時，可獲得普魯達印章 - 聖職者。,icon_item_jewelrybox_close,,,,,,,,,[獎勵用]普魯達印章 - 聖職者寶箱,0,0.0,0.0,FFFF,6,5.0
642765,Seal_box_Care_04,使用[獎勵用]普魯達印章 - 弓箭手寶箱時，可獲得普魯達印章 - 弓箭手。,icon_item_jewelrybox_close,,,,,,,,,[獎勵用]普魯達印章 - 弓箭手寶箱,0,0.0,0.0,FFFF,6,5.0
642766,Seal_box_Care_05,使用[獎勵用]普魯達印章 - 斥侯寶箱時，可獲得普魯達印章 - 斥侯。,icon_item_jewelrybox_close,,,,,,,,,[獎勵用]普魯達印章 - 斥侯寶箱,0,0.0,0.0,FFFF,6,5.0
642767,Seal_box_Care_06,使用[獎勵用]伊雷迪安印章 - 劍士寶箱時，可獲得伊雷迪安印章 - 劍士。,icon_item_jewelrybox_close,,,,,,,,,[獎勵用]伊雷迪安印章 - 劍士寶箱,0,0.0,0.0,FFFF,6,5.0
642768,Seal_box_Care_07,使用[獎勵用]伊雷迪安印章 - 魔法師寶箱時，可獲得伊雷迪安印章 - 魔法師。,icon_item_jewelrybox_close,,,,,,,,,[獎勵用]伊雷迪安印章 - 魔法師寶箱,0,0.0,0.0,FFFF,6,5.0
642769,Seal_box_Care_08,使用[獎勵用]伊雷迪安印章 - 聖職者寶箱時，可獲得伊雷迪安印章 - 聖職者。,icon_item_jewelrybox_close,,,,,,,,,[獎勵用]伊雷迪安印章 - 聖職者寶箱,0,0.0,0.0,FFFF,6,5.0
642770,Seal_box_Care_09,使用[獎勵用]伊雷迪安印章 - 弓箭手寶箱時，可獲得伊雷迪安印章 - 弓箭手。,icon_item_jewelrybox_close,,,,,,,,,[獎勵用]伊雷迪安印章 - 弓箭手寶箱,0,0.0,0.0,FFFF,6,5.0
642771,Seal_box_Care_10,使用[獎勵用]伊雷迪安印章 - 斥侯寶箱時，可獲得伊雷迪安印章 - 斥侯。,icon_item_jewelrybox_close,,,,,,,,,[獎勵用]伊雷迪安印章 - 斥侯寶箱,0,0.0,0.0,FFFF,6,5.0
642772,Seal_box_boruta01,使用普魯達印章 - 劍士寶箱時，可獲得普魯達印章 - 劍士。,icon_item_jewelrybox_close,,,,,,,,,普魯達印章 - 劍士寶箱,0,0.0,0.0,FFFF,6,5.0
642773,Seal_box_boruta02,使用普魯達印章 - 魔法師寶箱時，可獲得普魯達印章 - 魔法師。,icon_item_jewelrybox_close,,,,,,,,,普魯達印章 - 魔法師寶箱,0,0.0,0.0,FFFF,6,5.0
642774,Seal_box_boruta03,使用普魯達印章 - 聖職者寶箱時，可獲得普魯達印章 - 聖職者。,icon_item_jewelrybox_close,,,,,,,,,普魯達印章 - 聖職者寶箱,0,0.0,0.0,FFFF,6,5.0
642775,Seal_box_boruta04,使用普魯達印章 - 弓箭手寶箱時，可獲得普魯達印章 - 弓箭手。,icon_item_jewelrybox_close,,,,,,,,,普魯達印章 - 弓箭手寶箱,0,0.0,0.0,FFFF,6,5.0
642776,Seal_box_boruta05,使用普魯達印章 - 斥侯寶箱時，可獲得普魯達印章 - 斥侯。,icon_item_jewelrybox_close,,,,,,,,,普魯達印章 - 斥侯寶箱,0,0.0,0.0,FFFF,6,5.0
642777,Selectbox_Weapon_MoringPonia,可以選擇莫靈波尼亞獨特武器中1個，點擊滑鼠右鍵使用。{nl}選擇後不能變更。,icon_item_moth_weapon_selectbox,,,,,,,,,莫靈波尼亞獨特武器選擇箱,0,0.0,0.0,FFFT,6,0.0
642778,Selectbox_Armor_MoringPonia,可以選擇莫靈波尼亞獨特防具中1個，點擊滑鼠右鍵使用。{nl}選擇後不能變更。,icon_item_moth_armor_selectbox,,,,,,,,,莫靈波尼亞獨特防具選擇箱,0,0.0,0.0,FFFT,6,0.0
642779,Legend_Misc_Moringponia_Box,使用時可獲得莫靈波尼亞的王冠10個，點擊滑鼠右鍵使用。,icon_item_legend_misc_moringponia_box,,,,,,,,,莫靈波尼亞王冠保管盒,0,0.0,0.0,FFFF,6,5.0
642780,Legend_HiddenAbility_Piece_Box,點擊右鍵使用時可以獲得10張神秘之書散頁。,icon_item_paper_box01,,,,,,,,,整捆神秘之書(x 10),0,0.0,0.0,FFFF,6,5.0
642782,txbox_MoringPonia_set,使用時可獲得以下所有道具。{nl} - 莫靈波尼亞獨特武器選擇箱{nl} - 莫靈波尼亞獨特防具選擇箱{nl}點擊滑鼠右鍵即可使用。,icon_item_moth_armor_selectbox,,,,,,,,,莫靈波尼亞獨特裝備組合箱,0,0.0,0.0,FFFT,6,0.0
642783,txbox_MoringPonia_set_crown,使用時可獲得以下所有道具。{nl} - 莫靈波尼亞獨特武器選擇箱{nl} - 莫靈波尼亞獨特防具選擇箱{nl} - 莫靈波尼亞王冠 x1{nl}點擊滑鼠右鍵即可使用。,icon_item_moth_setbox,,,,,,,,,莫靈波尼亞獨特特別組合箱,0,0.0,0.0,FFFT,6,0.0
642784,Legend_HiddenAbility_Piece_Box_set,"使用時可獲得以下所有道具。{nl} - 神秘之書散頁 x10{nl} - 特性點數 10,000 x3{nl}點擊滑鼠右鍵即可使用。",icon_item_paper_ability_setbox,,,,,,,,,神秘之書組合特別箱,0,0.0,0.0,FFFF,6,5.0
642785,WeeklyBossFBCubeBox,使用時可以選擇並獲得下列道具中的1種。{nl} - 發光的魔君主米爾堤斯魔方{nl} - 發光的魔君主赫嘉塞露魔方{nl} - 發光的魔君主雷克西波魔方{nl} - 發光的魔君主馬魯若斯魔方{nl} - 發光的魔君主努亞耶雷魔方{nl} - 發光的魔君主扎烏拉魔方{nl} - 發光的魔君主布爾魯魔方,icon_item_reset_box,,,,,,,,,發光的魔君主魔方選擇箱,0,0.0,0.0,FFFT,6,0.0
642789,Legend_HiddenAbility_Piece_GreatBox,使用時可獲得以下道具。{nl} - 神秘之書散頁 x100,icon_item_paper_box01,,,,,,,,,神秘之書整疊 (x 100),0,0.0,0.0,FFFT,6,0.0
642801,Gacha_G_001,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube1,,,,,,,,,卡雷伊瑪斯魔方,0,0.0,0.0,FFFF,6,5.0
642802,Gacha_G_002,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube1,,,,,,,,,西卡里歐斯魔方,0,0.0,0.0,FFFF,6,5.0
642803,Gacha_G_003,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube1,,,,,,,,,森林的魔方,0,0.0,0.0,FFFF,6,5.0
642804,Gacha_G_004,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube1,,,,,,,,,(舊)阿特托的材料箱,0,0.0,0.0,FFFF,6,5.0
642805,Gacha_G_005,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube1,,,,,,,,,阿特托的雜物箱,0,0.0,0.0,FFFF,6,5.0
642806,Gacha_G_006,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube1,,,,,,,,,阿特托的問號箱,0,0.0,0.0,FFFF,6,5.0
642807,Gacha_G_007,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube1,,,,,,,,,阿特托的魔方,0,0.0,0.0,FFFF,6,5.0
642808,Gacha_G_008,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube1,,,,,,,,,撒屋席斯魔方,0,0.0,0.0,FFFF,6,5.0
642809,Gacha_G_009,好像可用來取得特別的東西。可點擊滑鼠右鍵使用。{nl}獲得道具目錄{nl} - 艷紫結晶1個{nl} - 祕銀 20個 {nl} - LV4 凱伊托恢復藥水20個,icon_item_jewelrybox_close,,,,,,,,[3030],神秘的箱子,0,0.0,0.0,FFFF,6,0.0
642810,Gacha_G_010,未好好地穩定，非常不安定的魔方。為了回到最初的性質正蠢蠢欲動。{nl}獲得道具目錄{nl} - 艷紫結晶1個{nl} - 祕銀 20個 {nl} - LV4 凱伊托恢復藥水20個,icon_item_eventbox_gem,,,,,,,,,不安定的魔方,0,0.0,18000.0,FFFF,6,1.0
642811,Gacha_G_011,好像可用來取得特別的東西。可點擊滑鼠右鍵使用。{nl}獲得道具目錄{nl} - 艷紫結晶1個{nl} - 祕銀 20個 {nl} - LV4 凱伊托恢復藥水20個,icon_item_jewelrybox_close,,,,,,,,,神秘的箱子,0,0.0,0.0,FFFF,6,0.0
642812,Gacha_G_012,未好好地穩定，非常不安定的魔方。為了回到最初的性質正蠢蠢欲動。{nl}獲得道具目錄{nl} - 艷紫結晶1個{nl} - 祕銀 20個 {nl} - LV4 凱伊托恢復藥水20個,icon_item_eventbox_gem,,,,,,,,,不安定的魔方,0,0.0,18000.0,FFFF,6,1.0
642813,Gacha_G_013,用製作圖製作而成的紙製魔方，使用時可以獲得任意的製作書，點擊滑鼠右鍵即可使用。,icon_item_paperbox,,,,,,,,"[40001, 40002, 40003, 40004, 40005, 40006, 40007, 40008, 40009, 40010, 40011, 40012, 40013, 40014, 40017, 40037]",紙製魔方,0,0.0,0.0,FFFF,6,0.0
642814,Gacha_H_001,從邪靈祭司大師那裡獲得的魔方，使用後可獲得帕薩卡峽谷圖鑑內的道具或是卡魯艾平野圖鑑的道具，點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,第一個寇雷克詩亞魔方,0,0.0,0.0,FFFF,6,5.0
642815,Gacha_H_002,從梅瑞莎那裡獲得的魔方，使用後可獲得瑪那哈斯圖鑑內道具或是凱那魯平原圖鑑內的道具，點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,第二個寇雷克詩亞魔方,0,0.0,0.0,FFFF,6,5.0
642816,Gacha_H_003,從祭司大朗那裡獲得的魔方，使用後可獲得大回廊圖鑑內或是正殿圖鑑內的道具，點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,第三個寇雷克詩亞魔方,0,0.0,0.0,FFFF,6,5.0
642817,Gacha_H_004,從刀騎兵大師那裡獲得的魔方，開啟時可以獲得可放到伊斯托拉遺址圖鑑的道具或是可放到努歐路汀瀑布圖鑑的道具，點擊滑鼠右鍵即可使用。,icon_item_cube4,,,,,,,,,第四個寇雷克詩亞魔方,0,0.0,0.0,FFFF,6,5.0
642818,Gacha_H_005,從咒術師大師那裡獲得的魔方，使用後可獲得摩克瑟墓室圖鑑、巴伊登堤司神殿圖鑑或是利堤尼斯地下墓圖鑑內的道具，點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,第五個寇雷克詩亞魔方,0,0.0,0.0,FFFF,6,5.0
642819,Gacha_H_006,從露西恩萬托斯芬那裡獲得的魔方，使用後可獲得那哈斯森林圖鑑或是貝拉沿岸圖鑑內的道具，點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,第六個寇雷克詩亞魔方,0,0.0,0.0,FFFF,6,5.0
642820,Gacha_H_007,從村莊居民鄧肯那裡獲得的魔方，使用後可獲得艾爾高斯修道院別館圖鑑或艾爾高斯修道院本院圖鑑內的道具，點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,第七個寇雷克詩亞魔方,0,0.0,0.0,FFFF,6,5.0
642821,Gacha_H_008,卡特雷那裡獲得的魔方，使用後可獲得巴勒哈森林圖鑑或是阿勒篾森林圖鑑內的道具，點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,第八個寇雷克詩亞魔方,0,0.0,0.0,FFFF,6,5.0
642822,Gacha_H_009,從士兵哈爾倫那裡獲得的魔方，使用後可獲得伊布雷高原圖鑑內的道具，點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,第九個寇雷克詩亞魔方,0,0.0,0.0,FFFF,6,5.0
642823,Gacha_H_010,作為幫助那些有困難的人的報答所獲得的福袋。使用時可獲得多種材料道具中的一種。點擊滑鼠右鍵即可使用。,gacha_h_010,,,,,,,,,小小的報恩福袋,0,0.0,0.0,FFFF,6,5.0
642824,Gacha_H_011,作為幫助那些有困難的人的報答所獲得的寶箱。使用時可獲得多種材料道具中的一種。點擊滑鼠右鍵使用。,gacha_h_011,,,,,,,,,溫情寶箱,0,0.0,0.0,FFFF,6,5.0
642825,Gacha_H_012,作為幫助那些有困難的人的報答所獲得的特殊箱子。使用時可獲得多種材料道具中的一種。點擊滑鼠右鍵使用。,gacha_h_012,,,,,,,,,人情味寶箱,0,0.0,0.0,FFFF,6,5.0
642826,Gacha_G_014,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube1,,,,,,,,,阿特托的材料箱,0,0.0,0.0,FFFF,6,5.0
642827,Ruby_Moru_Box,使用後可以得到特別物品，點擊滑鼠右鍵即可使用。紅寶石鐵砧 x 10個,icon_item_moringponia_rubymoru_box,,,,,,,,,莫靈波尼亞：紅寶石鐵砧箱,0,0.0,0.0,FFFF,6,0.0
642901,Gacha_I_001,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[645268, 644046, 645485, 645257, 649203, 649216, 102106, 102107, 142102, 162102, 182102, 202101, 222113]",,,,,,鬼影凱伊洛的魔方,0,0.0,0.0,FFFF,6,5.0
642902,Gacha_I_002,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[490108, 645268, 644131, 649004, 202109, 33028, 34027, 649217, 649207, 490035, 102138, 122134, 142133, 162136, 182132, 202135, 222118, 242130, 252125, 272133, 302105, 312106, 321005, 10095, 11084, 14089, 15084, 16089, 17069, 18055, 13088, 19021, 21006, 12087, 20010, 37010, 31056, 31021, 18034, 12020]",,,,,,大魔法師火焰權杖的魔方,0,0.0,0.0,FFFF,6,5.0
642903,Gacha_I_003,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[490108, 645268, 644093, 649004, 202109, 33028, 34027, 649217, 649207, 32010, 10089, 13082, 15078, 16083, 18049, 19015, 11081, 12084, 14086, 17066, 490035, 532188, 532189, 522188, 522189, 512188, 512189, 502188, 502189, 602115, 102150, 122150, 142150, 162150, 182150, 202150, 242150, 252150, 272150, 312111]",,,,,,守衛犬地獄三頭犬的魔方,0,0.0,0.0,FFFF,6,5.0
642904,Gacha_I_004,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[490108, 645268, 644022, 649217, 649207, 273104, 36002, 649203, 490035, 102122, 122118, 142117, 162120, 182116, 202118, 242114, 252111, 272117, 312101]",,,,,,瑪因洛德的魔方,0,0.0,0.0,FFFF,6,5.0
642905,Gacha_I_005,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[490108, 645268, 644080, 649217, 649207, 33025, 36002, 649203, 490035, 583102, 643501, 643502, 643503, 643504, 17023, 532184, 532185, 532186, 522184, 522185, 522186, 512184, 512185, 512186, 502184, 502185, 502186]",,,,,,橘色夏勒琵雅的魔方,0,0.0,0.0,FFFF,6,5.0
642906,Gacha_I_006,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[490108, 645268, 644025, 11024, 15022, 14023, 16021, 15023, 20004, 11078, 12081, 14083, 17063, 10092, 13085, 15081, 16086, 18052, 19018, 490035, 10095, 11084, 14089, 15084, 16089, 17069, 18055, 13088, 19021, 21006, 19021, 21006, 12087, 20010, 37010, 31056]",,,,,,孟堤肯的魔方,0,0.0,0.0,FFFF,6,5.0
642907,Gacha_I_007,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[490108, 645268, 644009, 31019, 649203, 649207, 113001, 490035, 643501, 643502, 643503, 643504, 645485, 645257, 645259, 33016, 33017, 582121, 582122, 602105, 34017]",,,,,,邪惡地獄亡靈的魔方,0,0.0,0.0,FFFF,6,5.0
642908,Gacha_I_008,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[644033, 490108, 645268, 31021, 18034, 12020, 645257, 490035, 102150, 122150, 142150, 162150, 182150, 202150, 242150, 252150, 272150, 312111]",,,,,,莫雷克的魔方,0,0.0,0.0,FFFF,6,5.0
642909,Gacha_I_009,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[490108, 645268, 644102, 33029, 31045, 490035, 643501, 643502, 643503, 643504, 645634, 645625, 645446]",,,,,,利泰力斯的魔方,0,0.0,0.0,FFFF,6,5.0
642910,Gacha_I_010,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[490108, 645268, 644134, 16024, 223106, 490035, 33067, 532178, 532179, 532180, 522178, 522179, 522180, 512178, 512179, 512180, 502178, 502179, 502180, 11073, 12075, 14077, 17057]",,,,,,普拉姆米杜斯的魔方,0,0.0,0.0,FFFF,6,5.0
642911,Gacha_I_011,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[490108, 645268, 10083, 11072, 12074, 13075, 14076, 15071, 16076, 17056, 18042, 649004, 490035, 30372, 30376, 30380, 30371, 30375, 30379, 30370, 30374, 30378, 30369, 30373, 30377, 645485, 645257, 645259, 102137, 122133, 142132, 162135, 182131, 202134, 242129, 272132, 302104, 312105]",,,,,,雷班札特的魔方,0,0.0,0.0,FFFF,6,5.0
642912,Gacha_I_012,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,,,,,,,貫穿的孟堤肯的魔方,0,0.0,0.0,FFFF,6,5.0
642913,Gacha_I_013,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[504117, 490108, 645268, 30527, 30528, 30529, 30530, 30531, 30532, 30533, 30534, 30535, 30536, 30537, 30538, 490035, 643501, 643502, 643503, 643504, 645634, 645485, 645257, 645259]",,,,,,拉沛內的魔方,0,0.0,0.0,FFFF,6,5.0
642914,Gacha_I_014,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[645268, 645268, 10096, 11085, 12088, 31057, 17070, 18060, 32014, 13089, 19022]",,,,,,阿勒瑪歐斯的魔方,0,0.0,0.0,FFFF,6,5.0
642915,Gacha_I_015,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube2,,,"[645268, 645268, 14090, 15085, 16090, 20011, 37011, 21007, 644033, 644102, 40035]",,,,,,赤紅雷班札特的魔方,0,0.0,0.0,FFFF,6,5.0
642916,Gacha_I_016,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,"[649029, 649029, 680000, 680000, 105102, 125102, 145102, 165102, 185102, 205102, 210504, 245102, 255102, 115102, 275102, 315102, 325102, 335102, 305102, 225102, 535104, 535105, 535106, 525104, 525105, 525106, 515104, 515105, 515106, 505104, 505105, 505106, 19004, 633093, 584109, 584110, 604107, 604108, 644909, 695001]",,,,,,(舊)貝爾庫波魔方,0,0.0,0.0,FFFF,6,5.0
642917,Gacha_ID_330,完成1號避難處遠征隊地下城後獲得的獎勵。,icon_item_cube5,,,,,,,,,(舊) 1號避難處遠征隊地下城魔方,0,0.0,0.0,FFFF,6,1.0
642918,Gacha_ID_50,完成聖堂地下城後獲得的獎勵。,icon_item_cube2,,,"[490108, 645268, 31019, 649203, 649207, 113001, 490035, 643501, 643502, 643503, 643504, 645485, 645257, 645259, 33016, 33017, 582121, 582122, 602105, 34017, 644046, 649216, 102106, 102107, 142102, 162102, 182102, 202101, 222113, 36002, 601140, 581146]",,,,,,(舊)聖堂地下城魔方,0,0.0,0.0,FFFF,6,1.0
642919,Gacha_ID_120,完成廢墟遺跡地地下城後獲得的獎勵。,icon_item_cube2,,,"[490108, 645268, 644009, 649203, 649207, 490035, 643501, 643502, 643503, 643504, 645485, 645257, 645259, 273104, 33025, 583102, 16024, 223106, 33067, 532178, 532179, 532180, 522178, 522179, 522180, 512178, 512179, 512180, 502178, 502179, 502180, 11073, 12075, 14077, 17057, 10083, 11072, 12074, 13075, 14076, 15071, 16076, 17056, 18042, 33064, 34059]",,,,,,(舊)廢墟遺跡地地下城魔方,0,0.0,0.0,FFFF,6,1.0
