$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
251105,TSP01_105,"[10, 21, 31, 42, 53, 74, 86, 99, 111, 124, 156, 170, 184, 198, 213, 256, 272, 288, 304, 320, 373, 391, 409, 427, 445, 462, 480, 498, 516, 534, 551, 569, 587, 605, 623, 640, 658, 676, 694, 712]",,"[10569, 14058, 17542, 21031, 24516, 28004, 31489, 34974, 38462, 41947, 56793, 73382, 91713, 111787, 133606, 157168, 182473, 209520, 238312, 268844, 301122, 335142, 370908, 408412, 447663, 488656, 531392, 575870, 622094, 670060, 719769, 771220, 824418, 879354, 936036, 994464, 1054630, 1116540, 1180195, 1245592]",,王国正規軍の騎兵の存在は薄れてきましたが、彼らのメイン武器は各地で活用されています。,40,2,warrior_f_spear_lance,120,[642083],,,,[18005],,4,コーンパイク,7,6887,FFFTF,120,0,2,5,0,766,566,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 6, 7, 10, 13, 16, 22]",25,7,32,False,False,200.0
251106,TSP01_106,"[10, 21, 31, 42, 53, 74, 86, 99, 111, 124, 156, 170, 184, 198, 213, 256, 272, 288, 304, 320, 373, 391, 409, 427, 445, 462, 480, 498, 516, 534, 551, 569, 587, 605, 623, 640, 658, 676, 694, 712]",,"[10569, 14058, 17542, 21031, 24516, 28004, 31489, 34974, 38462, 41947, 56793, 73382, 91713, 111787, 133606, 157168, 182473, 209520, 238312, 268844, 301122, 335142, 370908, 408412, 447663, 488656, 531392, 575870, 622094, 670060, 719769, 771220, 824418, 879354, 936036, 994464, 1054630, 1116540, 1180195, 1245592]",,昔、発布された勅令によりフェディミアン市当局が製造の権利を所持しています。,42,2,warrior_f_spear_fedimianpike,120,,,,,[18006],,4,フェディミアンパイク,7,6936,FFFTF,120,0,2,5,0,766,566,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 6, 7, 10, 13, 16, 22]",25,7,32,False,False,240.0
251107,TSP01_107,"[7, 14, 21, 28, 35, 48, 56, 65, 73, 81, 101, 111, 120, 129, 138, 166, 176, 186, 197, 207, 241, 253, 264, 276, 287, 299, 310, 322, 333, 345, 356, 368, 379, 391, 402, 414, 425, 437, 448, 460]",,"[7754, 9835, 11912, 13993, 16070, 18151, 20228, 22309, 24386, 26467, 35683, 45936, 57232, 69566, 82940, 97351, 112806, 129297, 146829, 165398, 185011, 205660, 227350, 250077, 273844, 298652, 324500, 351388, 379314, 408279, 438285, 469328, 501411, 534535, 568699, 603900, 640144, 677422, 715744, 755103]",,王国の歴史上、騎兵戦の意味が薄れてきた影響で、パイクの長さは段々短くなる傾向があります。,42,2,warrior_f_spear_pike,75,,,,,,,4,ダンケルパイク,3,2939,FFFTF,75,0,1,4,0,494,365,0,0,0.0,0.0,TTTT,"[1, 2, 3, 4, 5, 6, 9, 10, 13, 17]",25,7,32,False,False,200.0
251108,TSP01_108,"[14, 29, 43, 58, 73, 102, 120, 137, 154, 171, 216, 236, 256, 275, 295, 356, 378, 400, 422, 445, 520, 545, 570, 595, 620, 644, 669, 694, 719, 744, 768, 793, 818, 843, 868, 892, 917, 942, 967, 992]",,"[13827, 18939, 24055, 29167, 34282, 39398, 44510, 49626, 54738, 59853, 81208, 105123, 131594, 160621, 192204, 226346, 263044, 302299, 344113, 388483, 435409, 484891, 536932, 591530, 648684, 708397, 770666, 835491, 902872, 972813, 1045310, 1120366, 1197975, 1278144, 1360868, 1446152, 1533992, 1624388, 1717340, 1812848]",,カデュメル国王に武術の才能はありませんでしたが、武器をこよなく愛していました。おかげで現在も彼が残した武器がいくつかあります。,41,2,warrior_f_spear_trident_up,170,,,,,[18023],,4,ロイヤルトライデント,8,8030,FFFTF,170,0,2,6,0,1069,790,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 7, 8, 12, 15, 19, 27]",25,7,32,False,False,200.0
251109,TSP01_109,"[14, 29, 43, 58, 73, 102, 120, 137, 154, 171, 216, 236, 256, 275, 295, 356, 378, 400, 422, 445, 520, 545, 570, 595, 620, 644, 669, 694, 719, 744, 768, 793, 818, 843, 868, 892, 917, 942, 967, 992]",,"[13827, 18939, 24055, 29167, 34282, 39398, 44510, 49626, 54738, 59853, 81208, 105123, 131594, 160621, 192204, 226346, 263044, 302299, 344113, 388483, 435409, 484891, 536932, 591530, 648684, 708397, 770666, 835491, 902872, 972813, 1045310, 1120366, 1197975, 1278144, 1360868, 1446152, 1533992, 1624388, 1717340, 1812848]",,徴集された兵士たちに良質な武器を支給するために悩みに悩んで作られたという説があります。,40,2,warrior_f_spear_battlepork,170,[642109],,,,[18024],,4,バトルフォーク,8,10455,FFFTF,170,0,2,6,0,1069,790,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 7, 8, 12, 15, 19, 27]",25,7,32,False,False,210.0
251110,TSP01_110,"[14, 29, 43, 58, 73, 102, 120, 137, 154, 171, 216, 236, 256, 275, 295, 356, 378, 400, 422, 445, 520, 545, 570, 595, 620, 644, 669, 694, 719, 744, 768, 793, 818, 843, 868, 892, 917, 942, 967, 992]",,"[13827, 18939, 24055, 29167, 34282, 39398, 44510, 49626, 54738, 59853, 81208, 105123, 131594, 160621, 192204, 226346, 263044, 302299, 344113, 388483, 435409, 484891, 536932, 591530, 648684, 708397, 770666, 835491, 902872, 972813, 1045310, 1120366, 1197975, 1278144, 1360868, 1446152, 1533992, 1624388, 1717340, 1812848]",,同じ起源を持っているとしても、いつも一歩先を行く武器が現れるものです。,42,2,icon_item_f_thspear_halbert,170,,,,,[18025],,4,ハルバード,8,10455,FFFTF,170,0,2,6,0,1069,790,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 7, 8, 12, 15, 19, 27]",25,7,32,False,False,210.0
251111,TSP01_111,"[10, 21, 31, 42, 53, 74, 86, 99, 111, 124, 156, 170, 184, 198, 213, 256, 272, 288, 304, 320, 373, 391, 409, 427, 445, 462, 480, 498, 516, 534, 551, 569, 587, 605, 623, 640, 658, 676, 694, 712]",,"[10569, 14058, 17542, 21031, 24516, 28004, 31489, 34974, 38462, 41947, 56793, 73382, 91713, 111787, 133606, 157168, 182473, 209520, 238312, 268844, 301122, 335142, 370908, 408412, 447663, 488656, 531392, 575870, 622094, 670060, 719769, 771220, 824418, 879354, 936036, 994464, 1054630, 1116540, 1180195, 1245592]",,パルチザン様式の槍が流行って貴族の領地でも作られるようになり、このような変形型も出現しました。,46,2,warrior_f_spear_partisan_up,120,,,,,,,4,ヨルギスロイヤルパルチザン,4,4368,FFFTF,120,0,2,5,0,766,566,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 6, 7, 10, 13, 16, 22]",25,7,32,False,False,210.0
251112,TSP01_112,"[18, 37, 55, 74, 93, 131, 153, 175, 197, 219, 277, 302, 327, 352, 378, 456, 484, 513, 541, 570, 667, 699, 731, 763, 795, 826, 858, 890, 922, 954, 985, 1017, 1049, 1081, 1113, 1144, 1176, 1208, 1240, 1272]",,"[17179, 23972, 30762, 37555, 44344, 51134, 57927, 64717, 71510, 78300, 106365, 137822, 172677, 210931, 252576, 297619, 346057, 397890, 453117, 511740, 573760, 639176, 707986, 780192, 855795, 934790, 1017183, 1102971, 1192154, 1284735, 1380711, 1480078, 1582844, 1689008, 1798563, 1911517, 2027865, 2147608, 2270746, 2397283]",,同じ起源を持っているとしても、いつも一歩先を行く武器が現れるものです。,37,2,icon_item_f_thspear_demon,220,[642169],,,,[18035],,4,デーモンパイク,9,12697,FFFTF,220,0,2,7,0,1372,1014,0,0,0.0,0.0,TTTT,"[1, 2, 4, 5, 7, 9, 13, 17, 22, 32]",25,7,32,False,False,210.0
251113,TSP01_113,"[18, 37, 55, 74, 93, 131, 153, 175, 197, 219, 277, 302, 327, 352, 378, 456, 484, 513, 541, 570, 667, 699, 731, 763, 795, 826, 858, 890, 922, 954, 985, 1017, 1049, 1081, 1113, 1144, 1176, 1208, 1240, 1272]",,"[17179, 23972, 30762, 37555, 44344, 51134, 57927, 64717, 71510, 78300, 106365, 137822, 172677, 210931, 252576, 297619, 346057, 397890, 453117, 511740, 573760, 639176, 707986, 780192, 855795, 934790, 1017183, 1102971, 1192154, 1284735, 1380711, 1480078, 1582844, 1689008, 1798563, 1911517, 2027865, 2147608, 2270746, 2397283]",,同じ起源を持っているとしても、いつも一歩先を行く武器が現れるものです。,38,2,icon_item_f_thspear_demon,220,,,,,[18036],,4,スーペリアデーモンパイク,9,12748,FFFTF,220,0,2,7,0,1372,1014,0,0,0.0,0.0,TTTT,"[1, 2, 4, 5, 7, 9, 13, 17, 22, 32]",25,7,32,False,False,210.0
251114,TSP01_114,"[22, 45, 67, 90, 113, 159, 186, 213, 239, 266, 337, 368, 399, 429, 460, 556, 590, 625, 660, 695, 814, 853, 892, 931, 970, 1008, 1047, 1086, 1125, 1164, 1202, 1241, 1280, 1319, 1358, 1396, 1435, 1474, 1513, 1552]",,"[20613, 29120, 37627, 46134, 54640, 63147, 71654, 80161, 88668, 97174, 132102, 171284, 214718, 262407, 314348, 370540, 430992, 495691, 564649, 637858, 715320, 797036, 883004, 973227, 1067702, 1166432, 1269417, 1376654, 1488142, 1603886, 1723881, 1848132, 1976637, 2109394, 2246407, 2387671, 2533186, 2682957, 2836983, 2995261]",,ミガンティス装備に似せて作った模造装備です。,39,2,icon_item_miegantis_spear_twohand,270,,,,,,,4,旧式レプリカミガンティスパイク,4,5000,FFFTF,270,0,0,8,0,1675,1238,0,0,0.0,0.0,TTTT,"[2, 3, 4, 6, 8, 10, 14, 19, 24, 36]",25,7,32,False,False,290.0
251115,TSP01_115,"[26, 52, 78, 104, 131, 185, 216, 247, 278, 309, 392, 427, 463, 499, 534, 646, 686, 726, 767, 807, 947, 992, 1037, 1082, 1127, 1172, 1217, 1262, 1307, 1353, 1398, 1443, 1488, 1533, 1578, 1623, 1668, 1713, 1758, 1804]",,"[23756, 33836, 43912, 53992, 64072, 74149, 84229, 94309, 104389, 114465, 155682, 201938, 253231, 309567, 370940, 437353, 508806, 585295, 666828, 753400, 845010, 941659, 1043348, 1150077, 1261846, 1378652, 1500501, 1627387, 1759312, 1896278, 2038284, 2185326, 2337411, 2494533, 2656695, 2823897, 2996139, 3173421, 3355743, 3543102]",,ペバディマス装備に似せて作った模造装備です。,39,2,icon_item_pabudimas_spear_twohand,315,,,,,,,4,旧式レプリカペバディマスパイク,4,5000,FFFTF,315,0,0,9,0,1947,1439,0,0,0.0,0.0,TTTT,"[2, 3, 4, 6, 8, 10, 16, 20, 26, 40]",25,7,32,False,False,280.0
251116,TSP01_116,"[7, 14, 21, 28, 35, 48, 56, 65, 73, 81, 101, 111, 120, 129, 138, 166, 176, 186, 197, 207, 241, 253, 264, 276, 287, 299, 310, 322, 333, 345, 356, 368, 379, 391, 402, 414, 425, 437, 448, 460]",,"[7754, 9835, 11912, 13993, 16070, 18151, 20228, 22309, 24386, 26467, 35683, 45936, 57232, 69566, 82940, 97351, 112806, 129297, 146829, 165398, 185011, 205660, 227350, 250077, 273844, 298652, 324500, 351388, 379314, 408279, 438285, 469328, 501411, 534535, 568699, 603900, 640144, 677422, 715744, 755103]",,王国の歴史上、騎兵戦の意味が薄れてきた影響で、パイクの長さは段々短くなる傾向があります。,50,2,warrior_f_spear_pike,75,,,,,,,4,練習用パイク,2,0,FFFTF,75,0,0,4,0,494,365,0,0,0.0,0.0,FFFF,"[1, 2, 3, 4, 5, 6, 9, 10, 13, 17]",25,7,32,False,False,200.0
251117,TSP01_117,"[22, 45, 67, 90, 113, 159, 186, 213, 239, 266, 337, 368, 399, 429, 460, 556, 590, 625, 660, 695, 814, 853, 892, 931, 970, 1008, 1047, 1086, 1125, 1164, 1202, 1241, 1280, 1319, 1358, 1396, 1435, 1474, 1513, 1552]",,"[20613, 29120, 37627, 46134, 54640, 63147, 71654, 80161, 88668, 97174, 132102, 171284, 214718, 262407, 314348, 370540, 430992, 495691, 564649, 637858, 715320, 797036, 883004, 973227, 1067702, 1166432, 1269417, 1376654, 1488142, 1603886, 1723881, 1848132, 1976637, 2109394, 2246407, 2387671, 2533186, 2682957, 2836983, 2995261]",,同じ起源を持っているとしても、いつも一歩先を行く武器が現れるものです。,50,2,icon_item_f_thspear_demon,270,,,,,,,4,練習用パイク,2,0,FFFTF,270,0,0,4,0,1675,1238,0,0,0.0,0.0,FFFF,"[2, 3, 4, 6, 8, 10, 14, 19, 24, 36]",25,7,32,False,False,200.0
251999,TSP01_999,"[7, 14, 21, 28, 35, 48, 56, 65, 73, 81, 101, 111, 120, 129, 138, 166, 176, 186, 197, 207, 241, 253, 264, 276, 287, 299, 310, 322, 333, 345, 356, 368, 379, 391, 402, 414, 425, 437, 448, 460]",,"[7754, 9835, 11912, 13993, 16070, 18151, 20228, 22309, 24386, 26467, 35683, 45936, 57232, 69566, 82940, 97351, 112806, 129297, 146829, 165398, 185011, 205660, 227350, 250077, 273844, 298652, 324500, 351388, 379314, 408279, 438285, 469328, 501411, 534535, 568699, 603900, 640144, 677422, 715744, 755103]",,王国の歴史上、騎兵戦の意味が薄れてきた影響で、パイクの長さは段々短くなる傾向があります。,42,2,warrior_f_spear_pike,75,,,,,,,4,基準両手槍,6,13209,FFFTF,75,0,2,4,0,494,365,0,0,0.0,0.0,TTTT,"[1, 2, 3, 4, 5, 6, 9, 10, 13, 17]",25,7,32,False,False,200.0
252101,TSP02_101,"[8, 16, 25, 33, 42, 57, 67, 78, 87, 97, 121, 133, 144, 154, 165, 199, 211, 223, 236, 248, 289, 303, 316, 331, 344, 358, 372, 386, 399, 414, 427, 441, 454, 469, 482, 496, 510, 524, 537, 552]",,"[10339, 13113, 15883, 18657, 21427, 24201, 26971, 29745, 32515, 35289, 47577, 61248, 76310, 92755, 110587, 129801, 150408, 172396, 195772, 220531, 246681, 274214, 303134, 333436, 365126, 398203, 432667, 468518, 505752, 544372, 584380, 625771, 668548, 712713, 758265, 805200, 853526, 903230, 954326, 1006804]","[[32, 27.0]]",異なる分野を結合して、良い結果をもたらす場合があります。フレッチャーマスターの専門知識のおかげで良い槍を作ることができました。,42,1,warrior_f_spear_pike,75,,,,,[18007],,4,メディーナパイク,7,4323,FFFTF,75,0,2,4,0,549,406,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 6, 7, 10, 12, 14, 18]",25,7,32,False,False,240.0
252102,TSP02_102,"[8, 16, 25, 33, 42, 57, 67, 78, 87, 97, 121, 133, 144, 154, 165, 199, 211, 223, 236, 248, 289, 303, 316, 331, 344, 358, 372, 386, 399, 414, 427, 441, 454, 469, 482, 496, 510, 524, 537, 552]",,"[10339, 13113, 15883, 18657, 21427, 24201, 26971, 29745, 32515, 35289, 47577, 61248, 76310, 92755, 110587, 129801, 150408, 172396, 195772, 220531, 246681, 274214, 303134, 333436, 365126, 398203, 432667, 468518, 505752, 544372, 584380, 625771, 668548, 712713, 758265, 805200, 853526, 903230, 954326, 1006804]","[[55, 30.0]]",素早い攻撃と巧みな回避を駆使したい槍使いにお勧めです。,40,1,warrior_f_spear_partisan,75,,,,[18017],[18008],,4,プリパルチザン,7,4966,FFFTF,75,0,2,4,0,549,406,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 6, 7, 10, 12, 14, 18]",25,7,32,False,False,200.0
252103,TSP02_103,"[4, 9, 14, 19, 25, 33, 39, 45, 51, 57, 70, 76, 84, 90, 97, 115, 122, 129, 136, 144, 165, 174, 181, 189, 198, 205, 213, 220, 229, 237, 244, 253, 260, 268, 277, 284, 292, 300, 308, 316]",,"[7574, 8961, 10348, 11740, 13128, 14515, 15902, 17294, 18681, 20068, 26822, 34267, 42412, 51244, 60777, 71001, 81916, 93528, 105835, 118838, 132532, 146918, 162000, 177777, 194251, 211416, 229276, 247828, 267076, 287016, 307656, 328982, 351009, 373728, 397137, 421243, 446044, 471542, 497731, 524611]","[[28, 85.0]]",錬金術で製造された武器は、最近のモンスターの暴動により再評価される傾向があります。,50,1,warrior_f_spear_pike,40,,,,,,,4,ケミニスパイク,6,2794,FFFTF,40,0,2,3,0,313,232,0,0,0.0,0.0,TTTT,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 13]",25,7,32,False,False,160.0
252104,TSP02_104,"[12, 25, 37, 50, 63, 88, 103, 118, 133, 148, 187, 204, 220, 237, 255, 307, 326, 345, 364, 384, 447, 469, 490, 512, 534, 554, 576, 597, 619, 640, 661, 682, 704, 726, 747, 768, 789, 811, 832, 854]",,"[14092, 18744, 23390, 28041, 32688, 37339, 41985, 46632, 51283, 55929, 75724, 97843, 122284, 149049, 178142, 209558, 243297, 279360, 317750, 358459, 401496, 446856, 494544, 544550, 596884, 651542, 708523, 767827, 829459, 893414, 959692, 1028294, 1099224, 1172472, 1248048, 1325952, 1406174, 1488720, 1573593, 1660790]","[[27, 41.0]]",殺虫効果が抜群です。,42,1,warrior_f_spear_partisan_up,120,,,,[18015],[18010],,4,エントラパルチザン,8,6887,FFFTF,120,0,2,5,0,852,629,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 7, 8, 11, 14, 17, 24]",25,7,32,False,False,200.0
252105,TSP02_105,"[12, 25, 37, 50, 63, 88, 103, 118, 133, 148, 187, 204, 220, 237, 255, 307, 326, 345, 364, 384, 447, 469, 490, 512, 534, 554, 576, 597, 619, 640, 661, 682, 704, 726, 747, 768, 789, 811, 832, 854]",,"[14092, 18744, 23390, 28041, 32688, 37339, 41985, 46632, 51283, 55929, 75724, 97843, 122284, 149049, 178142, 209558, 243297, 279360, 317750, 358459, 401496, 446856, 494544, 544550, 596884, 651542, 708523, 767827, 829459, 893414, 959692, 1028294, 1099224, 1172472, 1248048, 1325952, 1406174, 1488720, 1573593, 1660790]","[[70, ""\u5927\u578b\u306e\u5bfe\u8c61\u3092\u653b\u6483\u3059\u308b\u3068\u30013\u9023\u6253\u767a\u751f""], [70, ""\u3059\u3079\u3066\u306e\u30ab\u30bf\u30d5\u30e9\u30af\u30c8\u306e\u30b9\u30ad\u30eb\u30ec\u30d9\u30eb{img green_up_arrow 16 16}1\u30a2\u30c3\u30d7""]]",1回の攻撃で3回ダメージを与えたような感じになります。,42,1,warrior_f_spear_trident_up,120,,,,,[18011],,4,ガリントライデント,8,6936,FFFTF,120,0,2,5,0,852,629,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 7, 8, 11, 14, 17, 24]",25,7,32,False,False,180.0
252106,TSP02_106,"[8, 16, 25, 33, 42, 57, 67, 78, 87, 97, 121, 133, 144, 154, 165, 199, 211, 223, 236, 248, 289, 303, 316, 331, 344, 358, 372, 386, 399, 414, 427, 441, 454, 469, 482, 496, 510, 524, 537, 552]",,"[10339, 13113, 15883, 18657, 21427, 24201, 26971, 29745, 32515, 35289, 47577, 61248, 76310, 92755, 110587, 129801, 150408, 172396, 195772, 220531, 246681, 274214, 303134, 333436, 365126, 398203, 432667, 468518, 505752, 544372, 584380, 625771, 668548, 712713, 758265, 805200, 853526, 903230, 954326, 1006804]","[[4, 10.0]]",自分ならではの特性を追求することには、いつも多くの費用が必要となります。,40,1,warrior_f_spear_pike,75,,,,,,,4,インフェルニーパイク,6,4323,FFFTF,75,0,3,4,0,549,406,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 6, 7, 10, 12, 14, 18]",25,7,32,False,False,180.0
252107,TSP02_107,"[16, 34, 51, 69, 87, 122, 144, 164, 184, 205, 259, 283, 307, 330, 354, 427, 453, 480, 506, 534, 624, 654, 684, 714, 744, 772, 802, 832, 862, 892, 921, 951, 981, 1011, 1041, 1070, 1100, 1130, 1160, 1190]",,"[18436, 25252, 32073, 38889, 45710, 52531, 59347, 66168, 72984, 79804, 108278, 140164, 175459, 214161, 256272, 301795, 350726, 403065, 458817, 517977, 580545, 646521, 715910, 788707, 864912, 944529, 1027555, 1113988, 1203830, 1297084, 1393747, 1493822, 1597300, 1704192, 1814491, 1928203, 2045323, 2165851, 2289787, 2417131]","[[32, 56.0]]",大柄な敵と戦う時にお勧めです。,46,1,warrior_f_spear_lance,170,[642105],,,,[18013],,4,パインコーンパイク,9,10401,FFFTF,170,0,2,6,0,1188,878,0,0,0.0,0.0,TTTT,"[2, 3, 4, 6, 7, 9, 13, 17, 21, 30]",25,7,32,False,False,220.0
252108,TSP02_108,"[8, 16, 25, 33, 42, 57, 67, 78, 87, 97, 121, 133, 144, 154, 165, 199, 211, 223, 236, 248, 289, 303, 316, 331, 344, 358, 372, 386, 399, 414, 427, 441, 454, 469, 482, 496, 510, 524, 537, 552]",,"[10339, 13113, 15883, 18657, 21427, 24201, 26971, 29745, 32515, 35289, 47577, 61248, 76310, 92755, 110587, 129801, 150408, 172396, 195772, 220531, 246681, 274214, 303134, 333436, 365126, 398203, 432667, 468518, 505752, 544372, 584380, 625771, 668548, 712713, 758265, 805200, 853526, 903230, 954326, 1006804]","[[54, 86.0]]",長年に渡って散々使われたにもかかわらず、その性能を維持していますが、これ以上の強化に耐えられるかは疑問です。,42,1,warrior_f_spear_pike,75,,,,,,,4,グレートパイク,5,4368,FFFTF,75,0,1,4,0,549,406,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 6, 7, 10, 12, 14, 18]",25,7,32,False,False,220.0
252109,TSP02_109,"[8, 16, 25, 33, 42, 57, 67, 78, 87, 97, 121, 133, 144, 154, 165, 199, 211, 223, 236, 248, 289, 303, 316, 331, 344, 358, 372, 386, 399, 414, 427, 441, 454, 469, 482, 496, 510, 524, 537, 552]",,"[10339, 13113, 15883, 18657, 21427, 24201, 26971, 29745, 32515, 35289, 47577, 61248, 76310, 92755, 110587, 129801, 150408, 172396, 195772, 220531, 246681, 274214, 303134, 333436, 365126, 398203, 432667, 468518, 505752, 544372, 584380, 625771, 668548, 712713, 758265, 805200, 853526, 903230, 954326, 1006804]","[[25, 30.0]]",長年に渡って散々使われたにもかかわらず、その性能を維持していますが、これ以上の強化に耐えられるかは疑問です。,32,1,warrior_f_spear_partisan_up,75,,,,,,,4,セスタスパイク,7,4966,FFFTF,75,0,2,4,0,549,406,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 6, 7, 10, 12, 14, 18]",25,7,32,False,False,220.0
252110,TSP02_110,"[12, 25, 37, 50, 63, 88, 103, 118, 133, 148, 187, 204, 220, 237, 255, 307, 326, 345, 364, 384, 447, 469, 490, 512, 534, 554, 576, 597, 619, 640, 661, 682, 704, 726, 747, 768, 789, 811, 832, 854]",,"[14092, 18744, 23390, 28041, 32688, 37339, 41985, 46632, 51283, 55929, 75724, 97843, 122284, 149049, 178142, 209558, 243297, 279360, 317750, 358459, 401496, 446856, 494544, 544550, 596884, 651542, 708523, 767827, 829459, 893414, 959692, 1028294, 1099224, 1172472, 1248048, 1325952, 1406174, 1488720, 1573593, 1660790]","[[26, 37.0]]",長年に渡って散々使われたにもかかわらず、その性能を維持していますが、これ以上の強化に耐えられるかは疑問です。,32,1,warrior_f_spear_lance,120,[642079],,,,,,4,ドラットパイク,8,7760,FFFTF,120,0,2,5,0,852,629,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 7, 8, 11, 14, 17, 24]",25,7,32,False,False,220.0
252111,TSP02_111,"[16, 34, 51, 69, 87, 122, 144, 164, 184, 205, 259, 283, 307, 330, 354, 427, 453, 480, 506, 534, 624, 654, 684, 714, 744, 772, 802, 832, 862, 892, 921, 951, 981, 1011, 1041, 1070, 1100, 1130, 1160, 1190]",,"[18436, 25252, 32073, 38889, 45710, 52531, 59347, 66168, 72984, 79804, 108278, 140164, 175459, 214161, 256272, 301795, 350726, 403065, 458817, 517977, 580545, 646521, 715910, 788707, 864912, 944529, 1027555, 1113988, 1203830, 1297084, 1393747, 1493822, 1597300, 1704192, 1814491, 1928203, 2045323, 2165851, 2289787, 2417131]","[[28, 45.0]]",長年に渡って散々使われたにもかかわらず、その性能を維持していますが、これ以上の強化に耐えられるかは疑問です。,32,1,warrior_f_spear_fedimianpike,170,,"[642904, 642920]",,,,,4,アストンパイク,9,10455,FFFTF,170,0,2,6,0,1188,878,0,0,0.0,0.0,TTTT,"[2, 3, 4, 6, 7, 9, 13, 17, 21, 30]",25,7,32,False,False,220.0
252112,TSP02_112,"[8, 16, 25, 33, 42, 57, 67, 78, 87, 97, 121, 133, 144, 154, 165, 199, 211, 223, 236, 248, 289, 303, 316, 331, 344, 358, 372, 386, 399, 414, 427, 441, 454, 469, 482, 496, 510, 524, 537, 552]",,"[10339, 13113, 15883, 18657, 21427, 24201, 26971, 29745, 32515, 35289, 47577, 61248, 76310, 92755, 110587, 129801, 150408, 172396, 195772, 220531, 246681, 274214, 303134, 333436, 365126, 398203, 432667, 468518, 505752, 544372, 584380, 625771, 668548, 712713, 758265, 805200, 853526, 903230, 954326, 1006804]","[[25, 19.0]]",野獣にもっと強力なダメージを与えることできるとはいえ、この武器を狩り用で使うのはお勧めできません。本来、狩りというものは武器よりトラップや罠に依存した方が安全です。,27,1,warrior_f_spear_pike,75,,,,,,,4,ルカスパイク,3,2419,FFFTF,75,0,0,4,0,549,406,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 6, 7, 10, 12, 14, 18]",25,7,32,False,False,200.0
252113,TSP02_113,"[8, 16, 25, 33, 42, 57, 67, 78, 87, 97, 121, 133, 144, 154, 165, 199, 211, 223, 236, 248, 289, 303, 316, 331, 344, 358, 372, 386, 399, 414, 427, 441, 454, 469, 482, 496, 510, 524, 537, 552]",,"[10339, 13113, 15883, 18657, 21427, 24201, 26971, 29745, 32515, 35289, 47577, 61248, 76310, 92755, 110587, 129801, 150408, 172396, 195772, 220531, 246681, 274214, 303134, 333436, 365126, 398203, 432667, 468518, 505752, 544372, 584380, 625771, 668548, 712713, 758265, 805200, 853526, 903230, 954326, 1006804]","[[28, 19.0]]",突進する変異型モンスターと戦うため、強い耐久性を持つように作られました。,27,1,warrior_f_spear_pike,75,,,,,,,4,フィリスパイク,3,2419,FFFTF,75,0,0,4,0,549,406,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 6, 7, 10, 12, 14, 18]",25,7,32,False,False,200.0
252114,TSP02_114,"[8, 16, 25, 33, 42, 57, 67, 78, 87, 97, 121, 133, 144, 154, 165, 199, 211, 223, 236, 248, 289, 303, 316, 331, 344, 358, 372, 386, 399, 414, 427, 441, 454, 469, 482, 496, 510, 524, 537, 552]",,"[10339, 13113, 15883, 18657, 21427, 24201, 26971, 29745, 32515, 35289, 47577, 61248, 76310, 92755, 110587, 129801, 150408, 172396, 195772, 220531, 246681, 274214, 303134, 333436, 365126, 398203, 432667, 468518, 505752, 544372, 584380, 625771, 668548, 712713, 758265, 805200, 853526, 903230, 954326, 1006804]","[[27, 27.0]]",昆虫は時々空中から突進してくる場合があります。したがってこの武器の使用者は空中から襲ってくる昆虫型モンスターにも備える必要があります。,27,1,warrior_f_spear_partisan,75,,,,,[18030],,4,エサンチウパイク,3,4323,FFFTF,75,0,0,4,0,549,406,0,0,0.0,0.0,TTTT,"[1, 2, 3, 5, 6, 7, 10, 12, 14, 18]",25,7,32,False,False,200.0
